employee_id,amount,from_date,to_date
10003,43636,1998-12-02T00:00:00.000Z,1999-12-02T00:00:00.000Z
10003,43478,1999-12-02T00:00:00.000Z,2000-12-01T00:00:00.000Z
10003,43699,2000-12-01T00:00:00.000Z,2001-12-01T00:00:00.000Z
10003,43311,2001-12-01T00:00:00.000Z,9999-01-01T00:00:00.000Z
10004,40054,1986-12-01T00:00:00.000Z,1987-12-01T00:00:00.000Z
10004,42283,1987-12-01T00:00:00.000Z,1988-11-30T00:00:00.000Z
10004,42542,1988-11-30T00:00:00.000Z,1989-11-30T00:00:00.000Z
10004,46065,1989-11-30T00:00:00.000Z,1990-11-30T00:00:00.000Z
10004,48271,1990-11-30T00:00:00.000Z,1991-11-30T00:00:00.000Z
10004,50594,1991-11-30T00:00:00.000Z,1992-11-29T00:00:00.000Z
10004,52119,1992-11-29T00:00:00.000Z,1993-11-29T00:00:00.000Z
10004,54693,1993-11-29T00:00:00.000Z,1994-11-29T00:00:00.000Z
10004,58326,1994-11-29T00:00:00.000Z,1995-11-29T00:00:00.000Z
10004,60770,1995-11-29T00:00:00.000Z,1996-11-28T00:00:00.000Z
10004,62566,1996-11-28T00:00:00.000Z,1997-11-28T00:00:00.000Z
10004,64340,1997-11-28T00:00:00.000Z,1998-11-28T00:00:00.000Z
10004,67096,1998-11-28T00:00:00.000Z,1999-11-28T00:00:00.000Z
10004,69722,1999-11-28T00:00:00.000Z,2000-11-27T00:00:00.000Z
10004,70698,2000-11-27T00:00:00.000Z,2001-11-27T00:00:00.000Z
10004,74057,2001-11-27T00:00:00.000Z,9999-01-01T00:00:00.000Z
10005,78228,1989-09-12T00:00:00.000Z,1990-09-12T00:00:00.000Z
10005,82621,1990-09-12T00:00:00.000Z,1991-09-12T00:00:00.000Z
10005,83735,1991-09-12T00:00:00.000Z,1992-09-11T00:00:00.000Z
10005,85572,1992-09-11T00:00:00.000Z,1993-09-11T00:00:00.000Z
10005,85076,1993-09-11T00:00:00.000Z,1994-09-11T00:00:00.000Z
10005,86050,1994-09-11T00:00:00.000Z,1995-09-11T00:00:00.000Z
10005,88448,1995-09-11T00:00:00.000Z,1996-09-10T00:00:00.000Z
10005,88063,1996-09-10T00:00:00.000Z,1997-09-10T00:00:00.000Z
10005,89724,1997-09-10T00:00:00.000Z,1998-09-10T00:00:00.000Z
10005,90392,1998-09-10T00:00:00.000Z,1999-09-10T00:00:00.000Z
10005,90531,1999-09-10T00:00:00.000Z,2000-09-09T00:00:00.000Z
10005,91453,2000-09-09T00:00:00.000Z,2001-09-09T00:00:00.000Z
10005,94692,2001-09-09T00:00:00.000Z,9999-01-01T00:00:00.000Z
10006,40000,1990-08-05T00:00:00.000Z,1991-08-05T00:00:00.000Z
10006,42085,1991-08-05T00:00:00.000Z,1992-08-04T00:00:00.000Z
10006,42629,1992-08-04T00:00:00.000Z,1993-08-04T00:00:00.000Z
10006,45844,1993-08-04T00:00:00.000Z,1994-08-04T00:00:00.000Z
10006,47518,1994-08-04T00:00:00.000Z,1995-08-04T00:00:00.000Z
10006,47917,1995-08-04T00:00:00.000Z,1996-08-03T00:00:00.000Z
10006,52255,1996-08-03T00:00:00.000Z,1997-08-03T00:00:00.000Z
10006,53747,1997-08-03T00:00:00.000Z,1998-08-03T00:00:00.000Z
10006,56032,1998-08-03T00:00:00.000Z,1999-08-03T00:00:00.000Z
10006,58299,1999-08-03T00:00:00.000Z,2000-08-02T00:00:00.000Z
10006,60098,2000-08-02T00:00:00.000Z,2001-08-02T00:00:00.000Z
10006,59755,2001-08-02T00:00:00.000Z,9999-01-01T00:00:00.000Z
10007,56724,1989-02-10T00:00:00.000Z,1990-02-10T00:00:00.000Z
10007,60740,1990-02-10T00:00:00.000Z,1991-02-10T00:00:00.000Z
10007,62745,1991-02-10T00:00:00.000Z,1992-02-10T00:00:00.000Z
10007,63475,1992-02-10T00:00:00.000Z,1993-02-09T00:00:00.000Z
10007,63208,1993-02-09T00:00:00.000Z,1994-02-09T00:00:00.000Z
10007,64563,1994-02-09T00:00:00.000Z,1995-02-09T00:00:00.000Z
10007,68833,1995-02-09T00:00:00.000Z,1996-02-09T00:00:00.000Z
10007,70220,1996-02-09T00:00:00.000Z,1997-02-08T00:00:00.000Z
10007,73362,1997-02-08T00:00:00.000Z,1998-02-08T00:00:00.000Z
10007,75582,1998-02-08T00:00:00.000Z,1999-02-08T00:00:00.000Z
10007,79513,1999-02-08T00:00:00.000Z,2000-02-08T00:00:00.000Z
10007,80083,2000-02-08T00:00:00.000Z,2001-02-07T00:00:00.000Z
10007,84456,2001-02-07T00:00:00.000Z,2002-02-07T00:00:00.000Z
10007,88070,2002-02-07T00:00:00.000Z,9999-01-01T00:00:00.000Z
10008,46671,1998-03-11T00:00:00.000Z,1999-03-11T00:00:00.000Z
10008,48584,1999-03-11T00:00:00.000Z,2000-03-10T00:00:00.000Z
10008,52668,2000-03-10T00:00:00.000Z,2000-07-31T00:00:00.000Z
10009,60929,1985-02-18T00:00:00.000Z,1986-02-18T00:00:00.000Z
10009,64604,1986-02-18T00:00:00.000Z,1987-02-18T00:00:00.000Z
10009,64780,1987-02-18T00:00:00.000Z,1988-02-18T00:00:00.000Z
10009,66302,1988-02-18T00:00:00.000Z,1989-02-17T00:00:00.000Z
10009,69042,1989-02-17T00:00:00.000Z,1990-02-17T00:00:00.000Z
10009,70889,1990-02-17T00:00:00.000Z,1991-02-17T00:00:00.000Z
10009,71434,1991-02-17T00:00:00.000Z,1992-02-17T00:00:00.000Z
10009,74612,1992-02-17T00:00:00.000Z,1993-02-16T00:00:00.000Z
10009,76518,1993-02-16T00:00:00.000Z,1994-02-16T00:00:00.000Z
10009,78335,1994-02-16T00:00:00.000Z,1995-02-16T00:00:00.000Z
10009,80944,1995-02-16T00:00:00.000Z,1996-02-16T00:00:00.000Z
10009,82507,1996-02-16T00:00:00.000Z,1997-02-15T00:00:00.000Z
10009,85875,1997-02-15T00:00:00.000Z,1998-02-15T00:00:00.000Z
10009,89324,1998-02-15T00:00:00.000Z,1999-02-15T00:00:00.000Z
10009,90668,1999-02-15T00:00:00.000Z,2000-02-15T00:00:00.000Z
10009,93507,2000-02-15T00:00:00.000Z,2001-02-14T00:00:00.000Z
10009,94443,2001-02-14T00:00:00.000Z,2002-02-14T00:00:00.000Z
10009,94409,2002-02-14T00:00:00.000Z,9999-01-01T00:00:00.000Z
10010,72488,1996-11-24T00:00:00.000Z,1997-11-24T00:00:00.000Z
10010,74347,1997-11-24T00:00:00.000Z,1998-11-24T00:00:00.000Z
10010,75405,1998-11-24T00:00:00.000Z,1999-11-24T00:00:00.000Z
10010,78194,1999-11-24T00:00:00.000Z,2000-11-23T00:00:00.000Z
10010,79580,2000-11-23T00:00:00.000Z,2001-11-23T00:00:00.000Z
10010,80324,2001-11-23T00:00:00.000Z,9999-01-01T00:00:00.000Z
10011,42365,1990-01-22T00:00:00.000Z,1991-01-22T00:00:00.000Z
10011,44200,1991-01-22T00:00:00.000Z,1992-01-22T00:00:00.000Z
10011,48214,1992-01-22T00:00:00.000Z,1993-01-21T00:00:00.000Z
10011,50927,1993-01-21T00:00:00.000Z,1994-01-21T00:00:00.000Z
10011,51470,1994-01-21T00:00:00.000Z,1995-01-21T00:00:00.000Z
10011,54545,1995-01-21T00:00:00.000Z,1996-01-21T00:00:00.000Z
10011,56753,1996-01-21T00:00:00.000Z,1996-11-09T00:00:00.000Z
10012,40000,1992-12-18T00:00:00.000Z,1993-12-18T00:00:00.000Z
10012,41867,1993-12-18T00:00:00.000Z,1994-12-18T00:00:00.000Z
10012,42318,1994-12-18T00:00:00.000Z,1995-12-18T00:00:00.000Z
10012,44195,1995-12-18T00:00:00.000Z,1996-12-17T00:00:00.000Z
10012,46460,1996-12-17T00:00:00.000Z,1997-12-17T00:00:00.000Z
10012,46485,1997-12-17T00:00:00.000Z,1998-12-17T00:00:00.000Z
10012,47364,1998-12-17T00:00:00.000Z,1999-12-17T00:00:00.000Z
10012,51122,1999-12-17T00:00:00.000Z,2000-12-16T00:00:00.000Z
10012,54794,2000-12-16T00:00:00.000Z,2001-12-16T00:00:00.000Z
10012,54423,2001-12-16T00:00:00.000Z,9999-01-01T00:00:00.000Z
10013,40000,1985-10-20T00:00:00.000Z,1986-10-20T00:00:00.000Z
10013,40623,1986-10-20T00:00:00.000Z,1987-10-20T00:00:00.000Z
10013,40561,1987-10-20T00:00:00.000Z,1988-10-19T00:00:00.000Z
10013,40306,1988-10-19T00:00:00.000Z,1989-10-19T00:00:00.000Z
10013,43569,1989-10-19T00:00:00.000Z,1990-10-19T00:00:00.000Z
10013,46305,1990-10-19T00:00:00.000Z,1991-10-19T00:00:00.000Z
10013,47118,1991-10-19T00:00:00.000Z,1992-10-18T00:00:00.000Z
10013,50351,1992-10-18T00:00:00.000Z,1993-10-18T00:00:00.000Z
10013,49887,1993-10-18T00:00:00.000Z,1994-10-18T00:00:00.000Z
10013,53957,1994-10-18T00:00:00.000Z,1995-10-18T00:00:00.000Z
10013,57590,1995-10-18T00:00:00.000Z,1996-10-17T00:00:00.000Z
10013,59228,1996-10-17T00:00:00.000Z,1997-10-17T00:00:00.000Z
10013,59571,1997-10-17T00:00:00.000Z,1998-10-17T00:00:00.000Z
10013,63274,1998-10-17T00:00:00.000Z,1999-10-17T00:00:00.000Z
10013,63352,1999-10-17T00:00:00.000Z,2000-10-16T00:00:00.000Z
10013,66744,2000-10-16T00:00:00.000Z,2001-10-16T00:00:00.000Z
10013,68901,2001-10-16T00:00:00.000Z,9999-01-01T00:00:00.000Z
10014,46168,1993-12-29T00:00:00.000Z,1994-12-29T00:00:00.000Z
10014,48242,1994-12-29T00:00:00.000Z,1995-12-29T00:00:00.000Z
10014,47921,1995-12-29T00:00:00.000Z,1996-12-28T00:00:00.000Z
10014,50715,1996-12-28T00:00:00.000Z,1997-12-28T00:00:00.000Z
10014,53228,1997-12-28T00:00:00.000Z,1998-12-28T00:00:00.000Z
10014,53962,1998-12-28T00:00:00.000Z,1999-12-28T00:00:00.000Z
10014,56937,1999-12-28T00:00:00.000Z,2000-12-27T00:00:00.000Z
10014,59142,2000-12-27T00:00:00.000Z,2001-12-27T00:00:00.000Z
10014,60598,2001-12-27T00:00:00.000Z,9999-01-01T00:00:00.000Z
10015,40000,1992-09-19T00:00:00.000Z,1993-08-22T00:00:00.000Z
10016,70889,1998-02-11T00:00:00.000Z,1999-02-11T00:00:00.000Z
10016,72946,1999-02-11T00:00:00.000Z,2000-02-11T00:00:00.000Z
10016,76826,2000-02-11T00:00:00.000Z,2001-02-10T00:00:00.000Z
10016,76381,2001-02-10T00:00:00.000Z,2002-02-10T00:00:00.000Z
10016,77935,2002-02-10T00:00:00.000Z,9999-01-01T00:00:00.000Z
10017,71380,1993-08-03T00:00:00.000Z,1994-08-03T00:00:00.000Z
10017,75538,1994-08-03T00:00:00.000Z,1995-08-03T00:00:00.000Z
10017,79510,1995-08-03T00:00:00.000Z,1996-08-02T00:00:00.000Z
10017,82163,1996-08-02T00:00:00.000Z,1997-08-02T00:00:00.000Z
10017,86157,1997-08-02T00:00:00.000Z,1998-08-02T00:00:00.000Z
10017,89619,1998-08-02T00:00:00.000Z,1999-08-02T00:00:00.000Z
10017,91985,1999-08-02T00:00:00.000Z,2000-08-01T00:00:00.000Z
10017,96122,2000-08-01T00:00:00.000Z,2001-08-01T00:00:00.000Z
10017,98522,2001-08-01T00:00:00.000Z,2002-08-01T00:00:00.000Z
10017,99651,2002-08-01T00:00:00.000Z,9999-01-01T00:00:00.000Z
10018,55881,1987-04-03T00:00:00.000Z,1988-04-02T00:00:00.000Z
10018,59206,1988-04-02T00:00:00.000Z,1989-04-02T00:00:00.000Z
10018,61361,1989-04-02T00:00:00.000Z,1990-04-02T00:00:00.000Z
10018,61648,1990-04-02T00:00:00.000Z,1991-04-02T00:00:00.000Z
10018,61217,1991-04-02T00:00:00.000Z,1992-04-01T00:00:00.000Z
10018,61244,1992-04-01T00:00:00.000Z,1993-04-01T00:00:00.000Z
10018,63286,1993-04-01T00:00:00.000Z,1994-04-01T00:00:00.000Z
10018,65739,1994-04-01T00:00:00.000Z,1995-04-01T00:00:00.000Z
10018,67519,1995-04-01T00:00:00.000Z,1996-03-31T00:00:00.000Z
10018,69276,1996-03-31T00:00:00.000Z,1997-03-31T00:00:00.000Z
10018,72585,1997-03-31T00:00:00.000Z,1998-03-31T00:00:00.000Z
10018,72804,1998-03-31T00:00:00.000Z,1999-03-31T00:00:00.000Z
10018,76957,1999-03-31T00:00:00.000Z,2000-03-30T00:00:00.000Z
10018,80305,2000-03-30T00:00:00.000Z,2001-03-30T00:00:00.000Z
10018,84541,2001-03-30T00:00:00.000Z,2002-03-30T00:00:00.000Z
10018,84672,2002-03-30T00:00:00.000Z,9999-01-01T00:00:00.000Z
10019,44276,1999-04-30T00:00:00.000Z,2000-04-29T00:00:00.000Z
10019,46946,2000-04-29T00:00:00.000Z,2001-04-29T00:00:00.000Z
10019,46775,2001-04-29T00:00:00.000Z,2002-04-29T00:00:00.000Z
10019,50032,2002-04-29T00:00:00.000Z,9999-01-01T00:00:00.000Z
10020,40000,1997-12-30T00:00:00.000Z,1998-12-30T00:00:00.000Z
10020,40647,1998-12-30T00:00:00.000Z,1999-12-30T00:00:00.000Z
10020,43800,1999-12-30T00:00:00.000Z,2000-12-29T00:00:00.000Z
10020,44927,2000-12-29T00:00:00.000Z,2001-12-29T00:00:00.000Z
10020,47017,2001-12-29T00:00:00.000Z,9999-01-01T00:00:00.000Z
10021,55025,1988-02-10T00:00:00.000Z,1989-02-09T00:00:00.000Z
10021,56399,1989-02-09T00:00:00.000Z,1990-02-09T00:00:00.000Z
10021,59700,1990-02-09T00:00:00.000Z,1991-02-09T00:00:00.000Z
10021,60851,1991-02-09T00:00:00.000Z,1992-02-09T00:00:00.000Z
10021,61117,1992-02-09T00:00:00.000Z,1993-02-08T00:00:00.000Z
10021,60708,1993-02-08T00:00:00.000Z,1994-02-08T00:00:00.000Z
10021,63514,1994-02-08T00:00:00.000Z,1995-02-08T00:00:00.000Z
10021,66249,1995-02-08T00:00:00.000Z,1996-02-08T00:00:00.000Z
10021,70570,1996-02-08T00:00:00.000Z,1997-02-07T00:00:00.000Z
10021,74759,1997-02-07T00:00:00.000Z,1998-02-07T00:00:00.000Z
10021,77519,1998-02-07T00:00:00.000Z,1999-02-07T00:00:00.000Z
10021,77237,1999-02-07T00:00:00.000Z,2000-02-07T00:00:00.000Z
10021,79631,2000-02-07T00:00:00.000Z,2001-02-06T00:00:00.000Z
10021,82295,2001-02-06T00:00:00.000Z,2002-02-06T00:00:00.000Z
10021,84169,2002-02-06T00:00:00.000Z,2002-07-15T00:00:00.000Z
10022,40000,1999-09-03T00:00:00.000Z,2000-09-02T00:00:00.000Z
10022,39935,2000-09-02T00:00:00.000Z,2001-09-02T00:00:00.000Z
10022,41348,2001-09-02T00:00:00.000Z,9999-01-01T00:00:00.000Z
10023,47883,1999-09-27T00:00:00.000Z,2000-09-26T00:00:00.000Z
10023,50319,2000-09-26T00:00:00.000Z,2001-09-26T00:00:00.000Z
10023,50113,2001-09-26T00:00:00.000Z,9999-01-01T00:00:00.000Z
10024,83733,1998-06-14T00:00:00.000Z,1999-06-14T00:00:00.000Z
10024,86715,1999-06-14T00:00:00.000Z,2000-06-13T00:00:00.000Z
10024,91067,2000-06-13T00:00:00.000Z,2001-06-13T00:00:00.000Z
10024,94701,2001-06-13T00:00:00.000Z,2002-06-13T00:00:00.000Z
10024,96646,2002-06-13T00:00:00.000Z,9999-01-01T00:00:00.000Z
10025,40000,1987-08-17T00:00:00.000Z,1988-08-16T00:00:00.000Z
10025,44416,1988-08-16T00:00:00.000Z,1989-08-16T00:00:00.000Z
10025,48680,1989-08-16T00:00:00.000Z,1990-08-16T00:00:00.000Z
10025,50120,1990-08-16T00:00:00.000Z,1991-08-16T00:00:00.000Z
10025,50980,1991-08-16T00:00:00.000Z,1992-08-15T00:00:00.000Z
10025,54459,1992-08-15T00:00:00.000Z,1993-08-15T00:00:00.000Z
10025,54395,1993-08-15T00:00:00.000Z,1994-08-15T00:00:00.000Z
10025,56643,1994-08-15T00:00:00.000Z,1995-08-15T00:00:00.000Z
10025,57585,1995-08-15T00:00:00.000Z,1996-08-14T00:00:00.000Z
10025,57110,1996-08-14T00:00:00.000Z,1997-08-14T00:00:00.000Z
10025,57157,1997-08-14T00:00:00.000Z,1997-10-15T00:00:00.000Z
10026,47585,1995-03-20T00:00:00.000Z,1996-03-19T00:00:00.000Z
10026,51730,1996-03-19T00:00:00.000Z,1997-03-19T00:00:00.000Z
10026,53682,1997-03-19T00:00:00.000Z,1998-03-19T00:00:00.000Z
10026,56769,1998-03-19T00:00:00.000Z,1999-03-19T00:00:00.000Z
10026,60397,1999-03-19T00:00:00.000Z,2000-03-18T00:00:00.000Z
10026,64132,2000-03-18T00:00:00.000Z,2001-03-18T00:00:00.000Z
10026,65415,2001-03-18T00:00:00.000Z,2002-03-18T00:00:00.000Z
10026,66313,2002-03-18T00:00:00.000Z,9999-01-01T00:00:00.000Z
10027,40000,1995-04-02T00:00:00.000Z,1996-04-01T00:00:00.000Z
10027,39520,1996-04-01T00:00:00.000Z,1997-04-01T00:00:00.000Z
10027,42382,1997-04-01T00:00:00.000Z,1998-04-01T00:00:00.000Z
10027,43654,1998-04-01T00:00:00.000Z,1999-04-01T00:00:00.000Z
10027,43925,1999-04-01T00:00:00.000Z,2000-03-31T00:00:00.000Z
10027,45157,2000-03-31T00:00:00.000Z,2001-03-31T00:00:00.000Z
10027,45771,2001-03-31T00:00:00.000Z,2002-03-31T00:00:00.000Z
10027,46145,2002-03-31T00:00:00.000Z,9999-01-01T00:00:00.000Z
10028,48859,1991-10-22T00:00:00.000Z,1992-10-21T00:00:00.000Z
10028,50805,1992-10-21T00:00:00.000Z,1993-10-21T00:00:00.000Z
10028,52082,1993-10-21T00:00:00.000Z,1994-10-21T00:00:00.000Z
10028,54949,1994-10-21T00:00:00.000Z,1995-10-21T00:00:00.000Z
10028,55963,1995-10-21T00:00:00.000Z,1996-10-20T00:00:00.000Z
10028,57831,1996-10-20T00:00:00.000Z,1997-10-20T00:00:00.000Z
10028,58502,1997-10-20T00:00:00.000Z,1998-04-06T00:00:00.000Z
10029,63163,1991-09-18T00:00:00.000Z,1992-09-17T00:00:00.000Z
10029,66877,1992-09-17T00:00:00.000Z,1993-09-17T00:00:00.000Z
10029,69211,1993-09-17T00:00:00.000Z,1994-09-17T00:00:00.000Z
10029,70624,1994-09-17T00:00:00.000Z,1995-09-17T00:00:00.000Z
10029,70294,1995-09-17T00:00:00.000Z,1996-09-16T00:00:00.000Z
10029,70671,1996-09-16T00:00:00.000Z,1997-09-16T00:00:00.000Z
10029,73510,1997-09-16T00:00:00.000Z,1998-09-16T00:00:00.000Z
10029,75773,1998-09-16T00:00:00.000Z,1999-09-16T00:00:00.000Z
10029,76067,1999-09-16T00:00:00.000Z,2000-09-15T00:00:00.000Z
10029,76608,2000-09-15T00:00:00.000Z,2001-09-15T00:00:00.000Z
10029,77777,2001-09-15T00:00:00.000Z,9999-01-01T00:00:00.000Z
10030,66956,1994-02-17T00:00:00.000Z,1995-02-17T00:00:00.000Z
10030,68393,1995-02-17T00:00:00.000Z,1996-02-17T00:00:00.000Z
10030,72795,1996-02-17T00:00:00.000Z,1997-02-16T00:00:00.000Z
10030,76453,1997-02-16T00:00:00.000Z,1998-02-16T00:00:00.000Z
10030,79290,1998-02-16T00:00:00.000Z,1999-02-16T00:00:00.000Z
10030,83327,1999-02-16T00:00:00.000Z,2000-02-16T00:00:00.000Z
10030,86634,2000-02-16T00:00:00.000Z,2001-02-15T00:00:00.000Z
10030,87027,2001-02-15T00:00:00.000Z,2002-02-15T00:00:00.000Z
10030,88806,2002-02-15T00:00:00.000Z,9999-01-01T00:00:00.000Z
10031,40000,1991-09-01T00:00:00.000Z,1992-08-31T00:00:00.000Z
10031,40859,1992-08-31T00:00:00.000Z,1993-08-31T00:00:00.000Z
10031,41881,1993-08-31T00:00:00.000Z,1994-08-31T00:00:00.000Z
10031,44191,1994-08-31T00:00:00.000Z,1995-08-31T00:00:00.000Z
10031,47202,1995-08-31T00:00:00.000Z,1996-08-30T00:00:00.000Z
10031,47606,1996-08-30T00:00:00.000Z,1997-08-30T00:00:00.000Z
10031,50810,1997-08-30T00:00:00.000Z,1998-08-30T00:00:00.000Z
10031,52675,1998-08-30T00:00:00.000Z,1999-08-30T00:00:00.000Z
10031,54177,1999-08-30T00:00:00.000Z,2000-08-29T00:00:00.000Z
10031,53873,2000-08-29T00:00:00.000Z,2001-08-29T00:00:00.000Z
10031,56689,2001-08-29T00:00:00.000Z,9999-01-01T00:00:00.000Z
10032,48426,1990-06-20T00:00:00.000Z,1991-06-20T00:00:00.000Z
10032,49389,1991-06-20T00:00:00.000Z,1992-06-19T00:00:00.000Z
10032,52000,1992-06-19T00:00:00.000Z,1993-06-19T00:00:00.000Z
10032,53038,1993-06-19T00:00:00.000Z,1994-06-19T00:00:00.000Z
10032,54336,1994-06-19T00:00:00.000Z,1995-06-19T00:00:00.000Z
10032,53978,1995-06-19T00:00:00.000Z,1996-06-18T00:00:00.000Z
10032,55090,1996-06-18T00:00:00.000Z,1997-06-18T00:00:00.000Z
10032,57110,1997-06-18T00:00:00.000Z,1998-06-18T00:00:00.000Z
10032,57926,1998-06-18T00:00:00.000Z,1999-06-18T00:00:00.000Z
10032,57876,1999-06-18T00:00:00.000Z,2000-06-17T00:00:00.000Z
10032,61709,2000-06-17T00:00:00.000Z,2001-06-17T00:00:00.000Z
10032,65820,2001-06-17T00:00:00.000Z,2002-06-17T00:00:00.000Z
10032,69539,2002-06-17T00:00:00.000Z,9999-01-01T00:00:00.000Z
10033,51258,1987-03-18T00:00:00.000Z,1988-03-17T00:00:00.000Z
10033,54972,1988-03-17T00:00:00.000Z,1989-03-17T00:00:00.000Z
10033,55410,1989-03-17T00:00:00.000Z,1990-03-17T00:00:00.000Z
10033,56095,1990-03-17T00:00:00.000Z,1991-03-17T00:00:00.000Z
10033,56038,1991-03-17T00:00:00.000Z,1992-03-16T00:00:00.000Z
10033,57712,1992-03-16T00:00:00.000Z,1993-03-16T00:00:00.000Z
10033,60433,1993-03-16T00:00:00.000Z,1993-03-24T00:00:00.000Z
10034,47561,1995-04-12T00:00:00.000Z,1996-04-11T00:00:00.000Z
10034,51192,1996-04-11T00:00:00.000Z,1997-04-11T00:00:00.000Z
10034,52687,1997-04-11T00:00:00.000Z,1998-04-11T00:00:00.000Z
10034,53112,1998-04-11T00:00:00.000Z,1999-04-11T00:00:00.000Z
10034,53164,1999-04-11T00:00:00.000Z,1999-10-31T00:00:00.000Z
10035,41538,1988-09-05T00:00:00.000Z,1989-09-05T00:00:00.000Z
10035,45131,1989-09-05T00:00:00.000Z,1990-09-05T00:00:00.000Z
10035,45629,1990-09-05T00:00:00.000Z,1991-09-05T00:00:00.000Z
10035,48360,1991-09-05T00:00:00.000Z,1992-09-04T00:00:00.000Z
10035,50664,1992-09-04T00:00:00.000Z,1993-09-04T00:00:00.000Z
10035,53060,1993-09-04T00:00:00.000Z,1994-09-04T00:00:00.000Z
10035,56640,1994-09-04T00:00:00.000Z,1995-09-04T00:00:00.000Z
10035,57621,1995-09-04T00:00:00.000Z,1996-09-03T00:00:00.000Z
10035,59291,1996-09-03T00:00:00.000Z,1997-09-03T00:00:00.000Z
10035,61793,1997-09-03T00:00:00.000Z,1998-09-03T00:00:00.000Z
10035,62285,1998-09-03T00:00:00.000Z,1999-09-03T00:00:00.000Z
10035,65332,1999-09-03T00:00:00.000Z,2000-09-02T00:00:00.000Z
10035,66584,2000-09-02T00:00:00.000Z,2001-09-02T00:00:00.000Z
10035,68755,2001-09-02T00:00:00.000Z,9999-01-01T00:00:00.000Z
10036,42819,1992-04-28T00:00:00.000Z,1993-04-28T00:00:00.000Z
10036,46756,1993-04-28T00:00:00.000Z,1994-04-28T00:00:00.000Z
10036,51084,1994-04-28T00:00:00.000Z,1995-04-28T00:00:00.000Z
10036,52308,1995-04-28T00:00:00.000Z,1996-04-27T00:00:00.000Z
10036,53828,1996-04-27T00:00:00.000Z,1997-04-27T00:00:00.000Z
10036,54408,1997-04-27T00:00:00.000Z,1998-04-27T00:00:00.000Z
10036,53929,1998-04-27T00:00:00.000Z,1999-04-27T00:00:00.000Z
10036,56579,1999-04-27T00:00:00.000Z,2000-04-26T00:00:00.000Z
10036,60478,2000-04-26T00:00:00.000Z,2001-04-26T00:00:00.000Z
10036,60520,2001-04-26T00:00:00.000Z,2002-04-26T00:00:00.000Z
10036,63053,2002-04-26T00:00:00.000Z,9999-01-01T00:00:00.000Z
10037,40000,1990-12-05T00:00:00.000Z,1991-12-05T00:00:00.000Z
10037,39765,1991-12-05T00:00:00.000Z,1992-12-04T00:00:00.000Z
10037,43565,1992-12-04T00:00:00.000Z,1993-12-04T00:00:00.000Z
10037,43104,1993-12-04T00:00:00.000Z,1994-12-04T00:00:00.000Z
10037,46100,1994-12-04T00:00:00.000Z,1995-12-04T00:00:00.000Z
10037,49735,1995-12-04T00:00:00.000Z,1996-12-03T00:00:00.000Z
10037,51775,1996-12-03T00:00:00.000Z,1997-12-03T00:00:00.000Z
10037,53198,1997-12-03T00:00:00.000Z,1998-12-03T00:00:00.000Z
10037,56270,1998-12-03T00:00:00.000Z,1999-12-03T00:00:00.000Z
10037,59882,1999-12-03T00:00:00.000Z,2000-12-02T00:00:00.000Z
10037,60992,2000-12-02T00:00:00.000Z,2001-12-02T00:00:00.000Z
10037,60574,2001-12-02T00:00:00.000Z,9999-01-01T00:00:00.000Z
