employee_id,title,from_date,to_date
10041,Senior Staff,1998-11-12T00:00:00.000Z,9999-01-01T00:00:00.000Z
10041,Staff,1989-11-12T00:00:00.000Z,1998-11-12T00:00:00.000Z
10042,Senior Staff,2000-03-21T00:00:00.000Z,2000-08-10T00:00:00.000Z
10042,Staff,1993-03-21T00:00:00.000Z,2000-03-21T00:00:00.000Z
10043,Engineer,1990-10-20T00:00:00.000Z,1997-10-20T00:00:00.000Z
10043,Senior Engineer,1997-10-20T00:00:00.000Z,9999-01-01T00:00:00.000Z
10044,Technique Leader,1994-05-21T00:00:00.000Z,9999-01-01T00:00:00.000Z
10045,Engineer,1996-11-16T00:00:00.000Z,9999-01-01T00:00:00.000Z
10046,Senior Staff,2000-06-20T00:00:00.000Z,9999-01-01T00:00:00.000Z
10046,Staff,1992-06-20T00:00:00.000Z,2000-06-20T00:00:00.000Z
10047,Engineer,1989-03-31T00:00:00.000Z,1998-03-31T00:00:00.000Z
10047,Senior Engineer,1998-03-31T00:00:00.000Z,9999-01-01T00:00:00.000Z
10048,Engineer,1985-02-24T00:00:00.000Z,1987-01-27T00:00:00.000Z
10049,Senior Staff,2000-05-04T00:00:00.000Z,9999-01-01T00:00:00.000Z
10049,Staff,1992-05-04T00:00:00.000Z,2000-05-04T00:00:00.000Z
10050,Senior Staff,1999-12-25T00:00:00.000Z,9999-01-01T00:00:00.000Z
10050,Staff,1990-12-25T00:00:00.000Z,1999-12-25T00:00:00.000Z
10051,Engineer,1992-10-15T00:00:00.000Z,1998-10-15T00:00:00.000Z
10051,Senior Engineer,1998-10-15T00:00:00.000Z,9999-01-01T00:00:00.000Z
10052,Senior Staff,2002-01-31T00:00:00.000Z,9999-01-01T00:00:00.000Z
10052,Staff,1997-01-31T00:00:00.000Z,2002-01-31T00:00:00.000Z
10053,Senior Staff,1994-11-13T00:00:00.000Z,9999-01-01T00:00:00.000Z
10054,Senior Staff,2000-07-28T00:00:00.000Z,9999-01-01T00:00:00.000Z
10054,Staff,1995-07-29T00:00:00.000Z,2000-07-28T00:00:00.000Z
10055,Staff,1992-04-27T00:00:00.000Z,1995-07-22T00:00:00.000Z
10056,Engineer,1990-02-01T00:00:00.000Z,1999-02-01T00:00:00.000Z
10056,Senior Engineer,1999-02-01T00:00:00.000Z,9999-01-01T00:00:00.000Z
10057,Engineer,1992-01-15T00:00:00.000Z,2000-01-15T00:00:00.000Z
10057,Senior Engineer,2000-01-15T00:00:00.000Z,9999-01-01T00:00:00.000Z
10058,Senior Staff,1988-04-25T00:00:00.000Z,9999-01-01T00:00:00.000Z
10059,Senior Staff,1991-06-26T00:00:00.000Z,9999-01-01T00:00:00.000Z
10060,Senior Staff,1996-05-28T00:00:00.000Z,9999-01-01T00:00:00.000Z
10060,Staff,1989-05-28T00:00:00.000Z,1996-05-28T00:00:00.000Z
10061,Senior Staff,1989-12-02T00:00:00.000Z,9999-01-01T00:00:00.000Z
10062,Engineer,1991-08-30T00:00:00.000Z,1999-08-30T00:00:00.000Z
10062,Senior Engineer,1999-08-30T00:00:00.000Z,9999-01-01T00:00:00.000Z
10063,Senior Engineer,1989-04-08T00:00:00.000Z,9999-01-01T00:00:00.000Z
10064,Staff,1985-11-20T00:00:00.000Z,1992-03-02T00:00:00.000Z
10065,Engineer,1998-05-24T00:00:00.000Z,9999-01-01T00:00:00.000Z
10066,Assistant Engineer,1986-02-26T00:00:00.000Z,1992-02-26T00:00:00.000Z
10066,Engineer,1992-02-26T00:00:00.000Z,1998-02-25T00:00:00.000Z
10066,Senior Engineer,1998-02-25T00:00:00.000Z,9999-01-01T00:00:00.000Z
10067,Engineer,1987-03-04T00:00:00.000Z,1996-03-03T00:00:00.000Z
10067,Senior Engineer,1996-03-03T00:00:00.000Z,9999-01-01T00:00:00.000Z
10068,Senior Staff,1996-08-06T00:00:00.000Z,9999-01-01T00:00:00.000Z
10068,Staff,1987-08-07T00:00:00.000Z,1996-08-06T00:00:00.000Z
10069,Technique Leader,1992-06-14T00:00:00.000Z,9999-01-01T00:00:00.000Z
10070,Technique Leader,1985-10-14T00:00:00.000Z,9999-01-01T00:00:00.000Z
10071,Staff,1995-08-05T00:00:00.000Z,9999-01-01T00:00:00.000Z
10072,Engineer,1989-05-21T00:00:00.000Z,1995-05-21T00:00:00.000Z
10072,Senior Engineer,1995-05-21T00:00:00.000Z,9999-01-01T00:00:00.000Z
10073,Engineer,1998-02-02T00:00:00.000Z,1998-02-22T00:00:00.000Z
10074,Technique Leader,1990-08-13T00:00:00.000Z,9999-01-01T00:00:00.000Z
10075,Senior Engineer,1988-05-17T00:00:00.000Z,2001-01-15T00:00:00.000Z
10076,Senior Engineer,1996-07-15T00:00:00.000Z,9999-01-01T00:00:00.000Z
10077,Staff,1994-12-23T00:00:00.000Z,9999-01-01T00:00:00.000Z
10078,Engineer,1994-09-29T00:00:00.000Z,9999-01-01T00:00:00.000Z
10079,Technique Leader,1995-12-13T00:00:00.000Z,9999-01-01T00:00:00.000Z
10080,Senior Staff,2001-09-28T00:00:00.000Z,9999-01-01T00:00:00.000Z
10080,Staff,1994-09-28T00:00:00.000Z,2001-09-28T00:00:00.000Z
10081,Engineer,1986-10-30T00:00:00.000Z,1991-10-30T00:00:00.000Z
10081,Senior Engineer,1991-10-30T00:00:00.000Z,9999-01-01T00:00:00.000Z
10082,Staff,1990-01-03T00:00:00.000Z,1990-01-15T00:00:00.000Z
10083,Engineer,1987-03-31T00:00:00.000Z,1994-03-31T00:00:00.000Z
10083,Senior Engineer,1994-03-31T00:00:00.000Z,9999-01-01T00:00:00.000Z
10084,Engineer,1995-12-15T00:00:00.000Z,2001-12-14T00:00:00.000Z
10084,Senior Engineer,2001-12-14T00:00:00.000Z,9999-01-01T00:00:00.000Z
10085,Senior Engineer,1994-04-09T00:00:00.000Z,9999-01-01T00:00:00.000Z
10086,Senior Staff,1999-02-19T00:00:00.000Z,9999-01-01T00:00:00.000Z
10086,Staff,1992-02-19T00:00:00.000Z,1999-02-19T00:00:00.000Z
10087,Staff,1997-05-08T00:00:00.000Z,2001-01-09T00:00:00.000Z
10088,Senior Staff,1993-09-02T00:00:00.000Z,9999-01-01T00:00:00.000Z
10088,Staff,1988-09-02T00:00:00.000Z,1993-09-02T00:00:00.000Z
10089,Senior Staff,1996-01-11T00:00:00.000Z,9999-01-01T00:00:00.000Z
10089,Staff,1989-01-10T00:00:00.000Z,1996-01-11T00:00:00.000Z
10090,Senior Engineer,1986-03-14T00:00:00.000Z,1999-05-07T00:00:00.000Z
10091,Engineer,1992-11-18T00:00:00.000Z,2001-11-18T00:00:00.000Z
10091,Senior Engineer,2001-11-18T00:00:00.000Z,9999-01-01T00:00:00.000Z
10092,Engineer,1996-04-22T00:00:00.000Z,9999-01-01T00:00:00.000Z
10093,Staff,1997-06-08T00:00:00.000Z,9999-01-01T00:00:00.000Z
10094,Senior Staff,1987-04-18T00:00:00.000Z,1997-11-08T00:00:00.000Z
10095,Senior Staff,2000-03-09T00:00:00.000Z,9999-01-01T00:00:00.000Z
10095,Staff,1994-03-10T00:00:00.000Z,2000-03-09T00:00:00.000Z
10096,Engineer,1999-01-23T00:00:00.000Z,9999-01-01T00:00:00.000Z
10097,Senior Staff,1996-09-14T00:00:00.000Z,9999-01-01T00:00:00.000Z
10097,Staff,1990-09-15T00:00:00.000Z,1996-09-14T00:00:00.000Z
10098,Engineer,1985-05-13T00:00:00.000Z,1992-05-13T00:00:00.000Z
10098,Senior Engineer,1992-05-13T00:00:00.000Z,1992-12-11T00:00:00.000Z
10099,Senior Staff,1995-10-19T00:00:00.000Z,9999-01-01T00:00:00.000Z
10099,Staff,1988-10-18T00:00:00.000Z,1995-10-19T00:00:00.000Z
10100,Senior Staff,1994-09-21T00:00:00.000Z,9999-01-01T00:00:00.000Z
10100,Staff,1987-09-21T00:00:00.000Z,1994-09-21T00:00:00.000Z
10101,Staff,1998-10-14T00:00:00.000Z,2000-09-23T00:00:00.000Z
10102,Assistant Engineer,1995-01-02T00:00:00.000Z,2002-01-02T00:00:00.000Z
10102,Engineer,2002-01-02T00:00:00.000Z,9999-01-01T00:00:00.000Z
10103,Engineer,1998-01-12T00:00:00.000Z,9999-01-01T00:00:00.000Z
10104,Senior Staff,1987-04-16T00:00:00.000Z,9999-01-01T00:00:00.000Z
10105,Staff,1999-05-17T00:00:00.000Z,2001-06-11T00:00:00.000Z
10106,Engineer,1991-10-27T00:00:00.000Z,1997-10-26T00:00:00.000Z
10106,Senior Engineer,1997-10-26T00:00:00.000Z,9999-01-01T00:00:00.000Z
10107,Senior Staff,1999-03-30T00:00:00.000Z,9999-01-01T00:00:00.000Z
10108,Staff,1999-03-20T00:00:00.000Z,2001-10-20T00:00:00.000Z
10109,Engineer,1993-06-16T00:00:00.000Z,2001-06-16T00:00:00.000Z
10109,Senior Engineer,2001-06-16T00:00:00.000Z,9999-01-01T00:00:00.000Z
10110,Senior Staff,1992-08-21T00:00:00.000Z,9999-01-01T00:00:00.000Z
10110,Staff,1986-08-22T00:00:00.000Z,1992-08-21T00:00:00.000Z
10111,Engineer,1988-12-19T00:00:00.000Z,1996-12-19T00:00:00.000Z
10111,Senior Engineer,1996-12-19T00:00:00.000Z,9999-01-01T00:00:00.000Z
10112,Staff,1998-05-01T00:00:00.000Z,9999-01-01T00:00:00.000Z
10113,Engineer,1998-09-14T00:00:00.000Z,9999-01-01T00:00:00.000Z
10114,Senior Staff,1999-07-18T00:00:00.000Z,9999-01-01T00:00:00.000Z
10114,Staff,1992-07-17T00:00:00.000Z,1999-07-18T00:00:00.000Z
10115,Staff,1988-03-03T00:00:00.000Z,1992-05-24T00:00:00.000Z
10116,Senior Engineer,1994-02-27T00:00:00.000Z,1998-11-01T00:00:00.000Z
10117,Senior Engineer,1992-03-19T00:00:00.000Z,9999-01-01T00:00:00.000Z
10118,Senior Engineer,1992-02-02T00:00:00.000Z,9999-01-01T00:00:00.000Z
10119,Engineer,1993-12-09T00:00:00.000Z,1997-10-30T00:00:00.000Z
10120,Engineer,1996-07-06T00:00:00.000Z,9999-01-01T00:00:00.000Z
10121,Engineer,1989-05-03T00:00:00.000Z,1996-05-03T00:00:00.000Z
10121,Senior Engineer,1996-05-03T00:00:00.000Z,9999-01-01T00:00:00.000Z
10122,Technique Leader,1998-08-06T00:00:00.000Z,9999-01-01T00:00:00.000Z
10123,Assistant Engineer,1993-01-15T00:00:00.000Z,1999-01-15T00:00:00.000Z
10123,Engineer,1999-01-15T00:00:00.000Z,9999-01-01T00:00:00.000Z
10124,Engineer,1991-09-05T00:00:00.000Z,1998-09-05T00:00:00.000Z
10124,Senior Engineer,1998-09-05T00:00:00.000Z,9999-01-01T00:00:00.000Z
10125,Staff,1990-10-26T00:00:00.000Z,1996-03-25T00:00:00.000Z
10126,Senior Staff,1991-09-08T00:00:00.000Z,9999-01-01T00:00:00.000Z
10126,Staff,1985-09-08T00:00:00.000Z,1991-09-08T00:00:00.000Z
10127,Senior Engineer,1991-05-17T00:00:00.000Z,9999-01-01T00:00:00.000Z
10128,Senior Staff,1995-06-07T00:00:00.000Z,9999-01-01T00:00:00.000Z
10128,Staff,1988-06-06T00:00:00.000Z,1995-06-07T00:00:00.000Z
10129,Technique Leader,1996-01-16T00:00:00.000Z,9999-01-01T00:00:00.000Z
10130,Senior Engineer,1988-06-21T00:00:00.000Z,9999-01-01T00:00:00.000Z
10131,Engineer,1999-09-17T00:00:00.000Z,1999-12-06T00:00:00.000Z
10132,Staff,1997-06-18T00:00:00.000Z,9999-01-01T00:00:00.000Z
10133,Engineer,1985-12-15T00:00:00.000Z,1991-12-15T00:00:00.000Z
10133,Senior Engineer,1991-12-15T00:00:00.000Z,9999-01-01T00:00:00.000Z
10134,Engineer,1987-12-12T00:00:00.000Z,1994-12-12T00:00:00.000Z
10134,Senior Engineer,1994-12-12T00:00:00.000Z,9999-01-01T00:00:00.000Z
10135,Assistant Engineer,1990-01-04T00:00:00.000Z,1999-01-04T00:00:00.000Z
10135,Engineer,1999-01-04T00:00:00.000Z,9999-01-01T00:00:00.000Z
10136,Senior Staff,1997-06-13T00:00:00.000Z,1999-09-20T00:00:00.000Z
10136,Staff,1988-06-13T00:00:00.000Z,1997-06-13T00:00:00.000Z
10137,Senior Staff,1994-02-18T00:00:00.000Z,9999-01-01T00:00:00.000Z
10137,Staff,1985-02-18T00:00:00.000Z,1994-02-18T00:00:00.000Z
10138,Engineer,1992-03-03T00:00:00.000Z,2001-03-03T00:00:00.000Z
10138,Senior Engineer,2001-03-03T00:00:00.000Z,9999-01-01T00:00:00.000Z
10139,Engineer,1998-03-15T00:00:00.000Z,9999-01-01T00:00:00.000Z
10140,Senior Staff,1998-03-14T00:00:00.000Z,9999-01-01T00:00:00.000Z
10140,Staff,1991-03-14T00:00:00.000Z,1998-03-14T00:00:00.000Z
10141,Senior Staff,1998-07-23T00:00:00.000Z,9999-01-01T00:00:00.000Z
10142,Engineer,1993-10-28T00:00:00.000Z,2001-10-28T00:00:00.000Z
10142,Senior Engineer,2001-10-28T00:00:00.000Z,9999-01-01T00:00:00.000Z
10143,Engineer,1988-09-30T00:00:00.000Z,1993-09-30T00:00:00.000Z
10143,Senior Engineer,1993-09-30T00:00:00.000Z,9999-01-01T00:00:00.000Z
10144,Senior Staff,1992-10-14T00:00:00.000Z,1993-08-10T00:00:00.000Z
10144,Staff,1985-10-14T00:00:00.000Z,1992-10-14T00:00:00.000Z
10145,Engineer,1999-11-03T00:00:00.000Z,9999-01-01T00:00:00.000Z
10146,Staff,1988-06-28T00:00:00.000Z,1990-09-07T00:00:00.000Z
10147,Senior Staff,1995-12-18T00:00:00.000Z,9999-01-01T00:00:00.000Z
10147,Staff,1987-12-18T00:00:00.000Z,1995-12-18T00:00:00.000Z
10148,Staff,1996-07-15T00:00:00.000Z,9999-01-01T00:00:00.000Z
10149,Staff,1994-01-28T00:00:00.000Z,1996-08-27T00:00:00.000Z
10150,Engineer,1986-11-16T00:00:00.000Z,1995-11-16T00:00:00.000Z
10150,Senior Engineer,1995-11-16T00:00:00.000Z,9999-01-01T00:00:00.000Z
10151,Senior Staff,1997-12-12T00:00:00.000Z,9999-01-01T00:00:00.000Z
10151,Staff,1992-12-12T00:00:00.000Z,1997-12-12T00:00:00.000Z
10152,Engineer,1986-01-27T00:00:00.000Z,1987-08-03T00:00:00.000Z
10153,Assistant Engineer,2000-01-08T00:00:00.000Z,9999-01-01T00:00:00.000Z
10154,Staff,1996-10-23T00:00:00.000Z,9999-01-01T00:00:00.000Z
10155,Senior Staff,1996-01-05T00:00:00.000Z,9999-01-01T00:00:00.000Z
10155,Staff,1990-01-05T00:00:00.000Z,1996-01-05T00:00:00.000Z
10156,Engineer,1993-05-14T00:00:00.000Z,2001-05-14T00:00:00.000Z
10156,Senior Engineer,2001-05-14T00:00:00.000Z,9999-01-01T00:00:00.000Z
10157,Senior Engineer,1997-12-10T00:00:00.000Z,9999-01-01T00:00:00.000Z
10158,Engineer,1987-06-04T00:00:00.000Z,1996-06-03T00:00:00.000Z
10158,Senior Engineer,1996-06-03T00:00:00.000Z,9999-01-01T00:00:00.000Z
10159,Senior Engineer,1996-06-12T00:00:00.000Z,9999-01-01T00:00:00.000Z
10160,Senior Staff,2000-12-06T00:00:00.000Z,9999-01-01T00:00:00.000Z
10160,Staff,1993-12-06T00:00:00.000Z,2000-12-06T00:00:00.000Z
10161,Engineer,1991-06-09T00:00:00.000Z,1994-01-05T00:00:00.000Z
10162,Engineer,1998-05-27T00:00:00.000Z,9999-01-01T00:00:00.000Z
10163,Senior Staff,1992-02-02T00:00:00.000Z,9999-01-01T00:00:00.000Z
10164,Engineer,1990-10-19T00:00:00.000Z,1999-10-19T00:00:00.000Z
10164,Senior Engineer,1999-10-19T00:00:00.000Z,9999-01-01T00:00:00.000Z
10165,Senior Staff,1988-05-17T00:00:00.000Z,9999-01-01T00:00:00.000Z
10166,Engineer,1996-09-02T00:00:00.000Z,9999-01-01T00:00:00.000Z
10167,Engineer,1992-04-04T00:00:00.000Z,2001-04-04T00:00:00.000Z
10167,Senior Engineer,2001-04-04T00:00:00.000Z,9999-01-01T00:00:00.000Z
10168,Senior Staff,1995-12-06T00:00:00.000Z,9999-01-01T00:00:00.000Z
10168,Staff,1986-12-06T00:00:00.000Z,1995-12-06T00:00:00.000Z
10169,Engineer,1998-06-28T00:00:00.000Z,9999-01-01T00:00:00.000Z
10170,Engineer,1986-01-02T00:00:00.000Z,1989-02-06T00:00:00.000Z
10171,Technique Leader,1996-08-05T00:00:00.000Z,9999-01-01T00:00:00.000Z
10172,Engineer,1998-02-04T00:00:00.000Z,9999-01-01T00:00:00.000Z
10173,Senior Staff,1999-03-22T00:00:00.000Z,9999-01-01T00:00:00.000Z
10173,Staff,1992-03-21T00:00:00.000Z,1999-03-22T00:00:00.000Z
10174,Engineer,1987-06-01T00:00:00.000Z,1995-06-01T00:00:00.000Z
10174,Senior Engineer,1995-06-01T00:00:00.000Z,9999-01-01T00:00:00.000Z
10175,Staff,1988-09-24T00:00:00.000Z,1995-05-24T00:00:00.000Z
10176,Senior Staff,1999-12-22T00:00:00.000Z,9999-01-01T00:00:00.000Z
10176,Staff,1994-12-22T00:00:00.000Z,1999-12-22T00:00:00.000Z
10177,Staff,1993-02-06T00:00:00.000Z,1994-03-17T00:00:00.000Z
10178,Staff,1994-03-21T00:00:00.000Z,9999-01-01T00:00:00.000Z
10179,Engineer,2000-01-25T00:00:00.000Z,9999-01-01T00:00:00.000Z
10180,Senior Staff,2002-07-01T00:00:00.000Z,9999-01-01T00:00:00.000Z
10180,Staff,1994-07-01T00:00:00.000Z,2002-07-01T00:00:00.000Z
10181,Senior Engineer,1988-06-22T00:00:00.000Z,9999-01-01T00:00:00.000Z
10182,Engineer,1990-09-02T00:00:00.000Z,1995-09-02T00:00:00.000Z
10182,Senior Engineer,1995-09-02T00:00:00.000Z,9999-01-01T00:00:00.000Z
10183,Staff,1996-08-11T00:00:00.000Z,9999-01-01T00:00:00.000Z
10184,Staff,1997-12-26T00:00:00.000Z,9999-01-01T00:00:00.000Z
10185,Senior Staff,1992-02-29T00:00:00.000Z,9999-01-01T00:00:00.000Z
10185,Staff,1986-03-01T00:00:00.000Z,1992-02-29T00:00:00.000Z
10186,Staff,1996-12-25T00:00:00.000Z,1997-08-16T00:00:00.000Z
10187,Senior Staff,2000-05-31T00:00:00.000Z,9999-01-01T00:00:00.000Z
10187,Staff,1991-06-01T00:00:00.000Z,2000-05-31T00:00:00.000Z
10188,Senior Engineer,1987-08-27T00:00:00.000Z,9999-01-01T00:00:00.000Z
10189,Engineer,1992-09-13T00:00:00.000Z,1993-06-29T00:00:00.000Z
10190,Engineer,1986-06-23T00:00:00.000Z,1994-06-23T00:00:00.000Z
10190,Senior Engineer,1994-06-23T00:00:00.000Z,9999-01-01T00:00:00.000Z
10191,Senior Engineer,1986-04-10T00:00:00.000Z,9999-01-01T00:00:00.000Z
10192,Engineer,1988-06-13T00:00:00.000Z,1993-06-13T00:00:00.000Z
10192,Senior Engineer,1993-06-13T00:00:00.000Z,9999-01-01T00:00:00.000Z
10193,Engineer,1996-09-21T00:00:00.000Z,9999-01-01T00:00:00.000Z
10194,Senior Staff,2002-02-14T00:00:00.000Z,9999-01-01T00:00:00.000Z
10194,Staff,1997-02-14T00:00:00.000Z,2002-02-14T00:00:00.000Z
10195,Engineer,1985-02-15T00:00:00.000Z,1991-02-15T00:00:00.000Z
10195,Senior Engineer,1991-02-15T00:00:00.000Z,2001-04-14T00:00:00.000Z
10196,Staff,1999-01-31T00:00:00.000Z,9999-01-01T00:00:00.000Z
10197,Engineer,1994-06-28T00:00:00.000Z,2001-06-28T00:00:00.000Z
10197,Senior Engineer,2001-06-28T00:00:00.000Z,9999-01-01T00:00:00.000Z
10198,Engineer,1985-08-31T00:00:00.000Z,1993-08-31T00:00:00.000Z
10198,Senior Engineer,1993-08-31T00:00:00.000Z,9999-01-01T00:00:00.000Z
10199,Staff,1998-02-07T00:00:00.000Z,9999-01-01T00:00:00.000Z
10200,Engineer,1994-02-17T00:00:00.000Z,2000-02-17T00:00:00.000Z
10200,Senior Engineer,2000-02-17T00:00:00.000Z,9999-01-01T00:00:00.000Z
10201,Engineer,1992-11-10T00:00:00.000Z,1998-11-10T00:00:00.000Z
10201,Senior Engineer,1998-11-10T00:00:00.000Z,9999-01-01T00:00:00.000Z
10202,Engineer,1991-10-06T00:00:00.000Z,2000-10-05T00:00:00.000Z
10202,Senior Engineer,2000-10-05T00:00:00.000Z,9999-01-01T00:00:00.000Z
10203,Senior Staff,1995-04-06T00:00:00.000Z,9999-01-01T00:00:00.000Z
10203,Staff,1989-04-06T00:00:00.000Z,1995-04-06T00:00:00.000Z
10204,Engineer,1998-12-18T00:00:00.000Z,1999-03-08T00:00:00.000Z
10205,Senior Engineer,1993-08-23T00:00:00.000Z,9999-01-01T00:00:00.000Z
10206,Technique Leader,1988-04-19T00:00:00.000Z,9999-01-01T00:00:00.000Z
10207,Engineer,1992-10-11T00:00:00.000Z,1997-10-11T00:00:00.000Z
10207,Senior Engineer,1997-10-11T00:00:00.000Z,9999-01-01T00:00:00.000Z
10208,Staff,1995-02-05T00:00:00.000Z,1999-05-15T00:00:00.000Z
10209,Senior Staff,1997-11-22T00:00:00.000Z,9999-01-01T00:00:00.000Z
10209,Staff,1991-11-23T00:00:00.000Z,1997-11-22T00:00:00.000Z
10210,Senior Staff,2002-02-23T00:00:00.000Z,9999-01-01T00:00:00.000Z
10210,Staff,1996-02-24T00:00:00.000Z,2002-02-23T00:00:00.000Z
10211,Engineer,1991-11-22T00:00:00.000Z,1996-11-21T00:00:00.000Z
10211,Senior Engineer,1996-11-21T00:00:00.000Z,9999-01-01T00:00:00.000Z
10212,Engineer,1996-01-28T00:00:00.000Z,2001-01-27T00:00:00.000Z
10212,Senior Engineer,2001-01-27T00:00:00.000Z,9999-01-01T00:00:00.000Z
10213,Staff,1994-10-06T00:00:00.000Z,9999-01-01T00:00:00.000Z
10214,Senior Staff,1988-02-29T00:00:00.000Z,9999-01-01T00:00:00.000Z
10215,Senior Staff,1991-11-23T00:00:00.000Z,9999-01-01T00:00:00.000Z
10216,Senior Staff,1993-10-29T00:00:00.000Z,9999-01-01T00:00:00.000Z
10216,Staff,1987-10-30T00:00:00.000Z,1993-10-29T00:00:00.000Z
10217,Technique Leader,1986-05-12T00:00:00.000Z,1993-08-05T00:00:00.000Z
10218,Senior Engineer,1997-01-31T00:00:00.000Z,9999-01-01T00:00:00.000Z
10219,Senior Staff,1993-03-31T00:00:00.000Z,9999-01-01T00:00:00.000Z
